filename,class,user_id
img/10010.png,1,29
img/10019.png,44,15
img/10035.png,71,83
img/1004.png,11,61
img/10040.png,99,43
img/10054.png,62,21
img/10057.png,42,53
img/10063.png,96,41
img/1007.png,89,90
img/10089.png,15,39
img/10091.png,48,42
img/10100.png,3,44
img/10102.png,57,7
img/10103.png,59,65
img/10107.png,63,45
img/10115.png,35,81
img/10123.png,38,87
img/10136.png,31,84
img/10145.png,5,23
img/10152.png,52,1
img/10155.png,53,11
img/10177.png,65,80
img/10199.png,72,29
img/10201.png,42,53
img/10260.png,78,52
img/10264.png,31,47
img/10273.png,61,89
img/10274.png,56,32
img/10301.png,46,87
img/10327.png,58,64
img/10336.png,67,26
img/1034.png,90,5
img/10360.png,19,88
img/10363.png,28,20
img/10364.png,89,13
img/10384.png,39,5
img/10396.png,77,95
img/10413.png,50,40
img/10417.png,4,79
img/10442.png,29,60
img/10446.png,78,52
img/10458.png,89,90
img/10473.png,3,57
img/10478.png,70,75
img/10500.png,38,68
img/10507.png,88,86
img/10511.png,44,15
img/1052.png,19,88
img/10548.png,32,28
img/10556.png,79,12
img/10559.png,88,86
img/1056.png,92,36
img/10565.png,34,73
img/10573.png,51,77
img/1058.png,64,44
img/10581.png,14,46
img/10582.png,78,52
img/10589.png,30,78
img/10591.png,92,36
img/10592.png,75,19
img/10596.png,76,8
img/10604.png,85,25
img/10606.png,44,15
img/10607.png,69,49
img/10612.png,52,43
img/10618.png,40,26
img/1063.png,73,38
img/10639.png,10,30
img/10646.png,80,48
img/10666.png,34,73
img/10669.png,96,21
img/10670.png,93,72
img/10687.png,87,20
img/10692.png,5,23
img/10695.png,65,80
img/107.png,69,92
img/10704.png,65,80
img/10711.png,71,31
img/10720.png,40,60
img/10721.png,80,5
img/10724.png,32,42
img/10733.png,42,53
img/10744.png,86,1
img/10745.png,40,26
img/10758.png,49,5
img/10768.png,17,9
img/10817.png,22,16
img/10829.png,18,75
img/10836.png,14,46
img/10837.png,86,1
img/10841.png,47,58
img/10844.png,78,52
img/10869.png,10,30
img/10883.png,89,90
img/10887.png,43,13
img/10895.png,90,77
img/10921.png,68,49
img/10933.png,40,76
img/10955.png,10,30
img/1096.png,74,27
img/10987.png,64,44
img/10990.png,77,59
img/10997.png,23,78
img/11004.png,59,65
img/11023.png,56,82
img/11025.png,27,51
img/11046.png,39,54
img/11065.png,0,96
img/11091.png,75,19
img/11095.png,52,43
img/11103.png,58,64
img/11115.png,80,90
img/11117.png,39,54
img/11133.png,57,7
img/11136.png,28,20
img/11137.png,71,31
img/1114.png,8,34
img/11149.png,65,80
img/11162.png,36,14
img/11166.png,16,69
img/1117.png,50,40
img/11184.png,27,51
img/11185.png,10,41
img/11191.png,36,14
img/11225.png,68,49
img/11229.png,8,34
img/11253.png,57,7
img/11254.png,59,65
img/11264.png,0,96
img/11266.png,84,71
img/1127.png,85,25
img/1128.png,52,93
img/11281.png,73,38
img/11282.png,14,46
img/1129.png,1,66
img/11308.png,49,39
img/11310.png,79,12
img/11319.png,21,63
img/11321.png,95,33
img/11328.png,71,31
img/1133.png,24,35
img/11342.png,85,25
img/11346.png,45,50
img/11348.png,33,2
img/11353.png,27,51
img/11364.png,2,18
img/11372.png,63,45
img/1138.png,13,29
img/1141.png,90,95
img/11410.png,6,74
img/11411.png,37,38
img/11424.png,34,73
img/11425.png,90,5
img/11438.png,71,96
img/11441.png,65,80
img/11459.png,54,0
img/11469.png,26,21
img/1147.png,49,84
img/11471.png,95,33
img/11474.png,57,7
img/11483.png,21,89
img/11486.png,10,30
img/11508.png,35,81
img/11515.png,40,76
img/11516.png,39,66
img/11519.png,99,38
img/11524.png,44,15
img/11526.png,99,90
img/11534.png,86,1
img/11537.png,86,1
img/11538.png,32,28
img/11541.png,25,62
img/11550.png,53,11
img/1156.png,19,88
img/11561.png,99,90
img/1160.png,59,65
img/11613.png,12,84
img/11624.png,47,58
img/11625.png,48,42
img/11633.png,59,83
img/11636.png,92,36
img/11651.png,32,28
img/11654.png,2,18
img/11666.png,61,93
img/1167.png,56,82
img/11670.png,94,59
img/1168.png,97,67
img/11681.png,81,47
img/11682.png,73,41
img/11700.png,83,24
img/11705.png,9,63
img/11710.png,59,97
img/11723.png,86,11
img/11733.png,13,22
img/11741.png,37,91
img/11742.png,40,60
img/11766.png,41,70
img/11793.png,78,52
img/11802.png,14,46
img/11811.png,67,26
img/11817.png,16,51
img/11818.png,28,3
img/11822.png,39,66
img/11833.png,2,18
img/11850.png,22,99
img/11851.png,54,0
img/11868.png,38,68
img/1187.png,45,50
img/11872.png,74,85
img/11888.png,21,89
img/11904.png,93,72
img/11907.png,98,16
img/11926.png,41,70
img/1193.png,38,68
img/11939.png,81,48
img/11942.png,28,25
img/11945.png,25,62
img/11984.png,79,86
img/11992.png,31,84
img/11995.png,0,96
img/11999.png,18,83
img/12.png,82,98
img/12005.png,12,3
img/12007.png,78,52
img/12012.png,99,90
img/1202.png,45,50
img/12026.png,93,72
img/12029.png,61,89
img/1203.png,40,76
img/12032.png,29,74
img/12033.png,29,60
img/12053.png,4,79
img/12054.png,59,65
img/12061.png,80,30
img/12066.png,86,1
img/12112.png,71,31
img/12119.png,80,67
img/1213.png,5,23
img/12139.png,58,64
img/1214.png,30,78
img/12141.png,87,99
img/1215.png,88,85
img/12184.png,39,54
img/1219.png,7,4
img/12193.png,44,15
img/12202.png,7,13
img/12212.png,27,51
img/12220.png,40,76
img/12223.png,53,11
img/12231.png,8,34
img/12259.png,38,68
img/12268.png,78,52
img/1227.png,55,70
img/12272.png,21,82
img/12279.png,35,81
img/12302.png,6,83
img/12324.png,2,18
img/12334.png,21,89
img/12361.png,57,7
img/12372.png,44,15
img/12377.png,5,23
img/12379.png,13,22
img/12380.png,82,97
img/12386.png,39,54
img/12397.png,37,91
img/12406.png,94,94
img/12408.png,82,97
img/12413.png,1,66
img/12431.png,79,12
img/12434.png,79,86
img/1246.png,95,33
img/12462.png,53,11
img/12469.png,66,6
img/12477.png,73,41
img/1248.png,78,52
img/12480.png,81,47
img/12481.png,11,61
img/12483.png,44,15
img/12490.png,15,37
img/12491.png,33,2
img/12498.png,37,91
img/12505.png,32,28
img/12509.png,15,37
img/1251.png,61,42
img/1255.png,8,34
img/12557.png,45,42
img/12558.png,84,71
img/12571.png,56,32
img/12576.png,77,95
img/12579.png,71,31
img/1258.png,83,3
img/12591.png,94,59
img/12594.png,27,51
img/12596.png,79,12
img/12606.png,74,85
img/12610.png,71,96
img/12621.png,94,94
img/12641.png,69,92
img/12643.png,16,69
img/12664.png,13,22
img/12682.png,55,70
img/1269.png,38,68
img/12697.png,39,48
img/12710.png,87,99
img/12735.png,62,21
img/12750.png,78,52
img/12760.png,58,64
img/12764.png,58,64
img/12767.png,8,34
img/12782.png,43,47
img/12783.png,66,25
img/12789.png,52,93
img/1279.png,19,61
img/12801.png,82,98
img/12804.png,32,79
img/12805.png,52,43
img/12808.png,79,12
img/12812.png,15,16
img/12814.png,5,23
img/12827.png,90,10
img/12845.png,48,31
img/12858.png,36,94
img/12876.png,15,37
img/12884.png,45,50
img/1290.png,8,34
img/12903.png,20,17
img/12904.png,84,71
img/12916.png,11,61
img/12932.png,53,38
img/12945.png,89,13
img/12958.png,29,52
img/12969.png,36,14
img/12970.png,57,7
img/12995.png,67,26
img/12997.png,5,23
img/1300.png,16,69
img/13048.png,38,68
img/13049.png,95,57
img/13054.png,85,6
img/13057.png,52,88
img/13061.png,27,51
img/13085.png,83,24
img/13088.png,43,13
img/13098.png,55,37
img/13102.png,72,16
img/13106.png,33,2
img/13111.png,93,72
img/13128.png,94,94
img/1313.png,65,80
img/13159.png,89,13
img/13161.png,79,86
img/13172.png,18,75
img/13185.png,13,22
img/13214.png,13,22
img/13219.png,39,54
img/1322.png,80,5
img/13229.png,85,11
img/1323.png,29,60
img/13244.png,24,35
img/13247.png,84,71
img/1327.png,91,55
img/13272.png,34,73
img/1330.png,50,40
img/13302.png,3,79
img/1331.png,70,75
img/13318.png,82,40
img/13322.png,48,42
img/13325.png,32,42
img/13329.png,13,29
img/13332.png,28,20
img/13334.png,70,41
img/13339.png,66,6
img/13343.png,10,30
img/13351.png,75,19
img/13364.png,81,47
img/13401.png,91,38
img/13405.png,87,99
img/13407.png,35,81
img/13409.png,0,96
img/13411.png,79,12
img/13419.png,54,0
img/13426.png,99,43
img/13428.png,54,0
